"Fecha","Temperatura","Humedad","Precipitación Total"
"2016-06-30 06",12.25,93.46,0
"2016-06-30 07",12.86,87.88,0
"2016-06-30 08",15.07,76.81,0
"2016-06-30 09",16.17,69.48,0
"2016-06-30 10",17.19,61.51,0
"2016-06-30 11",18.51,56.6,0
"2016-06-30 12",20.2,47.94,0
"2016-06-30 13",21.5,41.54,0
"2016-06-30 14",22.76,38.99,0
"2016-06-30 15",22.8,39.43,0
"2016-06-30 16",22.72,41.21,0
"2016-06-30 17",22.14,49.02,0
"2016-06-30 18",22.62,44.43,0
"2016-06-30 19",16.37,79.58,3.9
"2016-06-30 20",15.65,85.37,0
"2016-06-30 21",15.68,88.32,0.2
"2016-06-30 22",16.15,84.44,0
"2016-06-30 23",16.19,82.04,0
"2016-07-01 00",15.85,84.37,0
"2016-07-01 01",15.92,81.21,0
"2016-07-01 02",15.58,83.01,0
"2016-07-01 03",15.48,82.77,0
"2016-07-01 04",15.32,83.42,0
"2016-07-01 05",14.94,87.68,0.9
"2016-07-01 06",14.62,90.92,0.5
"2016-07-01 07",14.52,92.24,2.4
"2016-07-01 08",14.39,92.87,1.1
"2016-07-01 09",15.26,83.74,0
"2016-07-01 10",16.92,75.71,0
"2016-07-01 11",18.71,63.83,0
"2016-07-01 12",20.05,57.39,0
"2016-07-01 13",21.55,51.88,0
"2016-07-01 14",22.84,46.15,0
"2016-07-01 15",21.66,52.25,0.1
"2016-07-01 16",20.95,57.95,0
"2016-07-01 17",18.2,67.16,0
"2016-07-01 18",15.1,87.22,2.4
"2016-07-01 19",14.58,91.67,1.5
"2016-07-01 20",14.47,87.06,1.1
"2016-07-01 21",14.16,88.58,0.1
"2016-07-01 22",14.4,87.99,0
"2016-07-01 23",14.41,88.28,0
"2016-07-02 00",14.37,87.17,0
"2016-07-02 01",14.29,90.26,0
"2016-07-02 02",14.13,89.72,0
"2016-07-02 03",13.8,92.96,0
"2016-07-02 04",13.57,93.51,0
"2016-07-02 05",13.93,92.06,0
"2016-07-02 06",13.79,89.76,0
"2016-07-02 07",13.86,91.1,0
"2016-07-02 08",15.28,83.71,0
"2016-07-02 09",15.9,78.82,0
"2016-07-02 10",18.23,65.07,0
"2016-07-02 11",19.91,59.12,0
"2016-07-02 12",21.45,53.06,0
"2016-07-02 13",22.02,49.42,0
"2016-07-02 14",22.36,46.25,0
"2016-07-02 15",23.03,44.1,0
"2016-07-02 16",23.5,41.98,0
"2016-07-02 17",23.59,42.87,0
"2016-07-02 18",22.25,46.61,0
"2016-07-02 19",21.01,49.57,0
"2016-07-02 20",19.45,58.05,0
"2016-07-02 21",16.91,81.97,1.2
"2016-07-02 22",15.97,80.34,0.3
"2016-07-02 23",15.91,70.83,0
"2016-07-03 00",16.37,68.36,0
"2016-07-03 01",16.27,69.26,0
"2016-07-03 02",15.54,73.11,0
"2016-07-03 03",15.31,76.87,0
"2016-07-03 04",14.67,81.32,0
"2016-07-03 05",13.79,85.7,0
"2016-07-03 06",13.08,86.93,0
"2016-07-03 07",12.91,84.82,0
"2016-07-03 08",14.52,80.49,0
"2016-07-03 09",16.94,69.1,0
"2016-07-03 10",18.87,61.04,0
"2016-07-03 11",20.68,50.72,0
"2016-07-03 12",22.2,40.23,0
"2016-07-03 13",23.14,35.23,0
"2016-07-03 14",24.42,33.75,0
"2016-07-03 15",25.26,31.2,0
"2016-07-03 16",24.93,32.93,0
"2016-07-03 17",25.03,32.73,0
"2016-07-03 18",24.41,33.9,0
"2016-07-03 19",20.15,57.58,0.5
"2016-07-03 20",14.95,82.49,0.6
"2016-07-03 21",14.23,87.24,5.7
"2016-07-03 22",13.49,89.64,3.9
"2016-07-03 23",14.18,83.01,0.2
"2016-07-04 00",14.56,84.15,0
"2016-07-04 01",14.19,89.7,0
"2016-07-04 02",13.75,91,0
"2016-07-04 03",13.25,91.95,0
"2016-07-04 04",12.92,90.95,0
"2016-07-04 05",12.66,90.19,0
"2016-07-04 06",12.42,91.3,0
"2016-07-04 07",12.52,87.26,0
"2016-07-04 08",14.31,80.48,0
"2016-07-04 09",16.85,67.85,0
"2016-07-04 10",18.07,64.88,0
"2016-07-04 11",19.7,53.68,0
"2016-07-04 12",20.6,49.67,0
"2016-07-04 13",22.14,41.97,0
"2016-07-04 14",23.39,38.51,0
"2016-07-04 15",24.29,34.58,0
"2016-07-04 16",24.32,33.49,0
"2016-07-04 17",21.14,50.1,0
"2016-07-04 18",18.8,59.83,0
"2016-07-04 19",18.55,60.68,0
"2016-07-04 20",18.57,58.12,0
"2016-07-04 21",18.07,59.43,0
"2016-07-04 22",17.81,61.83,0
"2016-07-04 23",15.68,78.5,5.8
"2016-07-05 00",13.46,91.05,5.3
"2016-07-05 01",13.37,91.13,4.4
"2016-07-05 02",13.59,89.25,0
"2016-07-05 03",14.32,84.37,0
"2016-07-05 04",13.82,84.02,0.4
"2016-07-05 05",13.39,87.98,0
"2016-07-05 06",12.78,88.23,0
"2016-07-05 07",13.06,88.23,0
"2016-07-05 08",14.05,84,0
"2016-07-05 09",15.96,70.45,0
"2016-07-05 10",17.51,62.83,0
"2016-07-05 11",19.83,51.21,0
"2016-07-05 12",21.11,42.52,0
"2016-07-05 13",22.29,39.48,0
"2016-07-05 14",23.46,35.56,0
"2016-07-05 15",21.85,42.17,0
"2016-07-05 16",21.71,42.77,0
"2016-07-05 17",23.26,36.72,0
"2016-07-05 18",22.17,42.03,0
"2016-07-05 19",18.77,59.23,0
"2016-07-05 20",16.87,70.28,0
"2016-07-05 21",16.83,69.13,0
"2016-07-05 22",14.74,86.95,5.6
"2016-07-05 23",14.2,91.82,0.2
"2016-07-06 00",14.61,90.48,0.2
"2016-07-06 01",14.62,90.86,0
"2016-07-06 02",14.76,85.84,0
"2016-07-06 03",14.6,87.97,0
"2016-07-06 04",14.78,84.55,0
"2016-07-06 05",14.5,79.4,0
"2016-07-06 06",14.27,83.37,0
"2016-07-06 07",14.25,82.8,0
"2016-07-06 08",15.23,76.64,0
"2016-07-06 09",17.2,66.24,0
"2016-07-06 10",18.63,58.39,0
"2016-07-06 11",20.13,52.78,0
"2016-07-06 12",21.46,47.38,0
"2016-07-06 13",22.66,41.19,0
"2016-07-06 14",23.35,39.24,0
"2016-07-06 15",23.21,41.47,0
"2016-07-06 16",19.22,58.61,0
"2016-07-06 17",16.76,73.01,0.7
"2016-07-06 18",18.02,66.2,0
"2016-07-06 19",17.76,67.95,0
"2016-07-06 20",17.21,67.48,0
"2016-07-06 21",16.88,69.06,0
"2016-07-06 22",16.64,72.66,0
"2016-07-06 23",15.87,76.89,0
"2016-07-07 00",15,76.38,0
"2016-07-07 01",14.13,75.35,0
"2016-07-07 02",13.5,79.55,0
"2016-07-07 03",13.21,82.99,0
"2016-07-07 04",13.34,84.86,0
"2016-07-07 05",12.64,86.54,0
"2016-07-07 06",12.05,83.98,0
"2016-07-07 07",12.58,80.09,0
"2016-07-07 08",15.13,75.2,0
"2016-07-07 09",17.09,70.04,0
"2016-07-07 10",18.71,62.54,0
"2016-07-07 11",20.36,53.9,0
"2016-07-07 12",22.23,46.16,0
"2016-07-07 13",23.32,42.36,0
"2016-07-07 14",24.62,36.79,0
"2016-07-07 15",24.62,37.04,0
"2016-07-07 16",24.48,36.5,0
"2016-07-07 17",23.72,39.55,0
"2016-07-07 18",23.52,41.02,0
"2016-07-07 19",19.48,58.58,0.8
"2016-07-07 20",16.68,81.07,1.4
"2016-07-07 21",15.58,87.38,3
"2016-07-07 22",15.41,88.19,0.4
"2016-07-07 23",15.44,85.18,0
"2016-07-08 00",14.94,84.43,0
"2016-07-08 01",14.29,86.46,0
"2016-07-08 02",13.71,88.78,0
"2016-07-08 03",13.12,88.47,0
"2016-07-08 04",12.83,87.22,0
"2016-07-08 05",12.22,90.19,0
"2016-07-08 06",12.29,90.58,0
"2016-07-08 07",12.33,88.62,0
"2016-07-08 08",15.36,74.17,0
"2016-07-08 09",16.99,68.6,0
"2016-07-08 10",18.96,60.63,0
"2016-07-08 11",20.31,53.58,0
"2016-07-08 12",21.9,43.53,0
"2016-07-08 13",23.28,38.96,0
"2016-07-08 14",24.25,36.08,0
"2016-07-08 15",25.23,32.49,0
"2016-07-08 16",25.64,30.85,0
"2016-07-08 17",25.23,32.79,0
"2016-07-08 18",24.7,33.44,0
"2016-07-08 19",21.43,49.72,0
"2016-07-08 20",20.94,50.2,0
"2016-07-08 21",19.36,60.68,0
"2016-07-08 22",18.84,64.36,0
"2016-07-08 23",18.56,66.75,0
"2016-07-09 00",17.74,70.01,0
"2016-07-09 01",17.03,71.87,0
"2016-07-09 02",16.37,74.8,0
"2016-07-09 03",15.8,76.79,0
"2016-07-09 04",14.97,77.66,0
"2016-07-09 05",14.58,76.47,0
"2016-07-09 06",14.12,77.76,0
"2016-07-09 07",13.96,74.8,0
"2016-07-09 08",15.82,66.34,0
"2016-07-09 09",17.63,66.24,0
"2016-07-09 10",18.93,59.92,0
"2016-07-09 11",20.29,53.83,0
"2016-07-09 12",21.92,44.36,0
"2016-07-09 13",23.29,35.53,0
"2016-07-09 14",24.24,30.41,0
"2016-07-09 15",25.13,28.5,0
"2016-07-09 16",25.87,24.85,0
"2016-07-09 17",25.99,24.24,0
"2016-07-09 18",25.11,30.74,0
"2016-07-09 19",22.86,38.24,0
"2016-07-09 20",21.88,39.04,0
"2016-07-09 21",20.83,48.62,0
"2016-07-09 22",19.31,55.73,0
"2016-07-09 23",18.6,57.8,0
"2016-07-10 00",18.31,55.62,0
"2016-07-10 01",17.36,62.64,0
"2016-07-10 02",16.42,68.45,0
"2016-07-10 03",15.8,72.01,0
"2016-07-10 04",15.26,72.15,0
"2016-07-10 05",14.14,74.86,0
"2016-07-10 06",13.36,76.82,0
"2016-07-10 07",13.4,76.01,0
"2016-07-10 08",14.94,70.75,0
"2016-07-10 09",16.87,64.74,0
"2016-07-10 10",18.27,61.6,0
"2016-07-10 11",19.22,57.81,0
"2016-07-10 12",20.53,48.84,0
"2016-07-10 13",22.35,42.51,0
"2016-07-10 14",23.54,37.12,0
"2016-07-10 15",24.08,35.65,0
"2016-07-10 16",24.17,35.41,0
"2016-07-10 17",24.04,38.54,0
"2016-07-10 18",23.65,41.67,0
"2016-07-10 19",18.31,68.13,7.7
"2016-07-10 20",14.98,86.75,1
"2016-07-10 21",16.2,86.19,0.1
"2016-07-10 22",16.89,82.07,0
"2016-07-10 23",16.14,79.15,0
"2016-07-11 00",15.92,78.08,0
"2016-07-11 01",16.08,78.48,0
"2016-07-11 02",16.41,77.16,0
"2016-07-11 03",15.94,80.78,0
"2016-07-11 04",15.74,81.55,0
"2016-07-11 05",15.77,78.44,0
"2016-07-11 06",15.77,77.67,0
"2016-07-11 07",15.57,78.54,0
"2016-07-11 08",16.3,75.71,0
"2016-07-11 09",18.05,67.24,0
"2016-07-11 10",19.77,57.64,0
"2016-07-11 11",20.34,53.09,0
"2016-07-11 12",17.18,72.98,0.9
"2016-07-11 13",16.44,79.55,0.4
"2016-07-11 14",17.23,74.37,0.2
"2016-07-11 15",16.96,80.67,0.4
"2016-07-11 16",18.12,69.27,0
"2016-07-11 17",18.75,65.41,0
"2016-07-11 18",19.27,61.49,0
"2016-07-11 19",19.19,62.75,0
"2016-07-11 20",18.68,58.47,0
"2016-07-11 21",18.01,61.43,0
"2016-07-11 22",17.29,72.99,0
"2016-07-11 23",16.78,69.02,0
"2016-07-12 00",16.23,75.21,0
"2016-07-12 01",16.15,72.27,0
"2016-07-12 02",15.57,84.66,2.8
"2016-07-12 03",13.48,90.22,6.2
"2016-07-12 04",13.73,89.73,0.6
"2016-07-12 05",13.7,91.32,0
"2016-07-12 06",13.77,89.83,0
"2016-07-12 07",13.72,90.33,0
"2016-07-12 08",14.27,88.62,0
"2016-07-12 09",14.93,84.32,0
"2016-07-12 10",16.05,77.5,0
"2016-07-12 11",16.81,73.68,0
"2016-07-12 12",17.81,68.59,0
"2016-07-12 13",18.79,63.89,0
"2016-07-12 14",19.89,57.46,0
"2016-07-12 15",20.83,51.92,0
"2016-07-12 16",21.68,45.56,0
"2016-07-12 17",21.73,43,0
"2016-07-12 18",21.41,45.42,0
"2016-07-12 19",20.17,55.08,0
"2016-07-12 20",17.51,69.29,0
"2016-07-12 21",15.47,78.41,0
"2016-07-12 22",15.1,74.86,0
"2016-07-12 23",14.94,75.39,0
"2016-07-13 00",14.13,81.71,0
"2016-07-13 01",13.43,86.03,0
"2016-07-13 02",13.34,85.1,0
"2016-07-13 03",12.89,85.46,0
"2016-07-13 04",12.79,85.47,0
"2016-07-13 05",13.11,82.86,0
"2016-07-13 06",13.04,82.52,0
"2016-07-13 07",12.43,86.53,0
"2016-07-13 08",14.53,75.15,0
"2016-07-13 09",15.89,67.88,0
"2016-07-13 10",16.27,67.37,0
"2016-07-13 11",17.88,59.44,0
"2016-07-13 12",19.4,53.02,0
"2016-07-13 13",20.83,47.59,0
"2016-07-13 14",22.06,43.65,0
"2016-07-13 15",22.65,40.42,0
"2016-07-13 16",20.64,51.91,2.6
"2016-07-13 17",17.75,75.95,0
"2016-07-13 18",19.46,64.9,0
"2016-07-13 19",20.12,53.49,0
"2016-07-13 20",16.24,80.79,1.2
"2016-07-13 21",14.59,88.9,0.8
"2016-07-13 22",14.83,86.2,0
"2016-07-13 23",14.73,86.82,0
"2016-07-14 00",14.75,86.91,0
"2016-07-14 01",14.39,87.26,0
"2016-07-14 02",14.18,88.39,0
"2016-07-14 03",13.97,89.45,0
"2016-07-14 04",13.58,91.33,0
"2016-07-14 05",12.96,93.4,0
"2016-07-14 06",13.51,89.99,0
"2016-07-14 07",13.48,90.08,0
"2016-07-14 08",14.76,81.26,0
"2016-07-14 09",15.92,74.41,0
"2016-07-14 10",17.36,66.86,0
"2016-07-14 11",18.88,59.38,0
"2016-07-14 12",20.18,52.74,0
"2016-07-14 13",20.25,52.39,0
"2016-07-14 14",21.15,51.43,0
"2016-07-14 15",21.45,49.93,0
"2016-07-14 16",21.42,47.63,0
"2016-07-14 17",20.65,48.28,0
"2016-07-14 18",19.46,48.53,0
"2016-07-14 19",19.37,44.87,0
"2016-07-14 20",18.88,48.36,0
"2016-07-14 21",18.55,52.5,0
"2016-07-14 22",17.9,56.41,0
"2016-07-14 23",17.4,57.32,0
"2016-07-15 00",17.13,53.51,0
"2016-07-15 01",16.59,47.51,0
"2016-07-15 02",15.83,47.33,0
"2016-07-15 03",16.06,36.44,0
"2016-07-15 04",15.7,37.66,0
"2016-07-15 05",13.7,55.66,0
"2016-07-15 06",12.98,66.41,0
"2016-07-15 07",12.18,71.61,0
"2016-07-15 08",13.77,58.17,0
"2016-07-15 09",16.54,53.39,0
"2016-07-15 10",18.03,43.54,0
"2016-07-15 11",19.33,44.14,0
"2016-07-15 12",20.5,42.68,0
"2016-07-15 13",21.47,36.44,0
"2016-07-15 14",22.36,34.98,0
"2016-07-15 15",22.91,35.03,0
"2016-07-15 16",22.79,34.63,0
"2016-07-15 17",22.59,33.39,0
"2016-07-15 18",22.87,32.93,0
"2016-07-15 19",22.13,36.5,0
"2016-07-15 20",20.81,46.06,0
"2016-07-15 21",16.17,75.68,8.5
"2016-07-15 22",15.02,83.09,0
"2016-07-15 23",15.33,81.33,0
"2016-07-16 00",14.9,81.21,0
"2016-07-16 01",14.7,80.49,0
"2016-07-16 02",13.9,81.92,0
"2016-07-16 03",13.16,85.09,0
"2016-07-16 04",12.48,84.63,0
"2016-07-16 05",11.98,86.68,0
"2016-07-16 06",11.65,85.34,0
"2016-07-16 07",11.81,85.02,0
"2016-07-16 08",14.56,74.38,0
"2016-07-16 09",15.25,73.09,0
"2016-07-16 10",17.02,63,0
"2016-07-16 11",18.64,53.28,0
"2016-07-16 12",19.92,49,0
"2016-07-16 13",21.3,43.37,0
"2016-07-16 14",22.43,38.55,0
"2016-07-16 15",23.52,34.78,0
"2016-07-16 16",23.95,32.31,0
"2016-07-16 17",23.01,36.51,0
"2016-07-16 18",17.38,67.65,0.7
"2016-07-16 19",14.73,81.64,0.9
"2016-07-16 20",14.79,84.86,1.8
"2016-07-16 21",14.01,90.31,3.5
"2016-07-16 22",13.54,91.16,2.6
"2016-07-16 23",13.65,90.43,0.8
"2016-07-17 00",13.8,83.9,0.1
"2016-07-17 01",13.48,81.72,0
"2016-07-17 02",13.81,88.23,0
"2016-07-17 03",13.51,91.38,0
"2016-07-17 04",13.16,87.45,0
"2016-07-17 05",12.24,86.99,0
"2016-07-17 06",12.01,86.28,0
"2016-07-17 07",12.57,84.83,0
"2016-07-17 08",13.52,84.55,0
"2016-07-17 09",15.23,75.03,0
"2016-07-17 10",17.09,65.22,0
"2016-07-17 11",18.83,55.92,0
"2016-07-17 12",19.99,50.18,0
"2016-07-17 13",21.06,45.32,0
"2016-07-17 14",21.61,43.71,0
"2016-07-17 15",20.91,49.46,0
"2016-07-17 16",22.06,45.54,0
"2016-07-17 17",23.31,38.82,0
"2016-07-17 18",17.94,69.48,11.7
"2016-07-17 19",13.92,89.38,3.3
"2016-07-17 20",14.1,82.08,0
"2016-07-17 21",14.85,80.58,0
"2016-07-17 22",14.68,85.22,1.2
"2016-07-17 23",13.77,87.13,0.1
"2016-07-18 00",14.31,85.85,0
"2016-07-18 01",14.25,88.49,0.1
"2016-07-18 02",14.63,88.76,0
"2016-07-18 03",13.96,90.28,10.1
"2016-07-18 04",12.9,95.3,2.2
"2016-07-18 05",13.01,93.16,0
"2016-07-18 06",13.02,92.25,0
"2016-07-18 07",12.71,95.04,0
"2016-07-18 08",13.04,92.94,0
"2016-07-18 09",15.37,80.57,0
"2016-07-18 10",17.39,64.66,0
"2016-07-18 11",19.13,56.02,0
"2016-07-18 12",20.58,47.82,0
"2016-07-18 13",21.51,46.58,0
"2016-07-18 14",22.59,42.19,0
"2016-07-18 15",23.83,37.6,0
"2016-07-18 16",24.31,35.88,0
"2016-07-18 17",23.34,40.73,0.4
"2016-07-18 18",14.7,85.49,9
"2016-07-18 19",14.88,87.17,0
"2016-07-18 20",15.43,83.12,0
"2016-07-18 21",16.33,76.4,0
"2016-07-18 22",16.71,72.36,0
"2016-07-18 23",16.49,70.5,0
"2016-07-19 00",16.31,72.82,0
"2016-07-19 01",15.88,75.52,0
"2016-07-19 02",15.92,75.92,0
"2016-07-19 03",14.95,82.08,1.3
"2016-07-19 04",13.63,90.97,0.2
"2016-07-19 05",13.45,88.99,0
"2016-07-19 06",13.55,85.7,0
"2016-07-19 07",13.72,83.33,0
"2016-07-19 08",14.51,78.09,0
"2016-07-19 09",15.59,70.3,0
"2016-07-19 10",16.46,65.06,0
"2016-07-19 11",17.51,59.83,0
"2016-07-19 12",18.88,56.2,0
"2016-07-19 13",20.08,52.54,0
"2016-07-19 14",20.29,51.11,0
"2016-07-19 15",20.93,47.55,0
"2016-07-19 16",22.8,37.06,0
"2016-07-19 17",22.07,37.97,0
"2016-07-19 18",21.12,42.78,0
"2016-07-19 19",20.46,44.59,0
"2016-07-19 20",19.03,50.96,0
"2016-07-19 21",18.09,55.96,0
"2016-07-19 22",17.17,62.09,0
"2016-07-19 23",16.07,67.82,0
"2016-07-20 00",15.63,68.8,0
"2016-07-20 01",15.06,70.22,0
"2016-07-20 02",14.85,71.34,0
"2016-07-20 03",14.97,71.24,0
"2016-07-20 04",14.64,72.99,0
"2016-07-20 05",14.39,74.03,0
"2016-07-20 06",14.42,73.91,0
"2016-07-20 07",14.46,70.44,0
"2016-07-20 08",14.74,68.76,0
"2016-07-20 09",15.44,65.63,0
"2016-07-20 10",16.32,61.22,0
"2016-07-20 11",17.97,54.28,0
"2016-07-20 12",19.37,49.21,0
"2016-07-20 13",20.43,45.16,0
"2016-07-20 14",21.33,42.5,0
"2016-07-20 15",21.16,43.16,0
"2016-07-20 16",20.83,44.27,0
"2016-07-20 17",20.67,43.17,0
"2016-07-20 18",19.37,56.86,1.3
"2016-07-20 19",16.18,83.78,0.3
"2016-07-20 20",16.1,79.48,0.8
"2016-07-20 21",16.08,73.44,0
"2016-07-20 22",15.84,71.84,0.1
"2016-07-20 23",15.83,69.36,0
"2016-07-21 00",15.39,71.74,0
"2016-07-21 01",15.21,72.78,0
"2016-07-21 02",15.09,73.29,0
"2016-07-21 03",15.01,74.33,0
"2016-07-21 04",14.94,74.96,0
"2016-07-21 05",14.84,75.63,0
"2016-07-21 06",14.86,76.33,0
"2016-07-21 07",14.86,76.57,0
"2016-07-21 08",15.35,74.72,0
"2016-07-21 09",16.61,67.87,0
"2016-07-21 10",17.47,63.43,0
"2016-07-21 11",18.77,57.47,0
"2016-07-21 12",20.15,50.46,0
"2016-07-21 13",20.87,48.19,0
"2016-07-21 14",20.96,48.92,0
"2016-07-21 15",20.06,55.46,0
"2016-07-21 16",19.95,54.52,0
"2016-07-21 17",20.09,52.84,0
"2016-07-21 18",18.35,60.24,0
"2016-07-21 19",18.03,61.45,0
"2016-07-21 20",17.74,65.27,0
"2016-07-21 21",15.91,81.25,13.1
"2016-07-21 22",14.38,95.75,1.9
"2016-07-21 23",14.41,92.43,0.3
"2016-07-22 00",14.42,93.8,1.1
"2016-07-22 01",14.47,94.32,0.1
"2016-07-22 02",14.12,93.22,0
"2016-07-22 03",13.77,93.52,0
"2016-07-22 04",13.36,91.72,0.2
"2016-07-22 05",12.99,93.79,0.8
"2016-07-22 06",13.32,92.75,0
"2016-07-22 07",13.84,91.67,0
"2016-07-22 08",14.44,87.17,0
"2016-07-22 09",14.4,86.33,0
"2016-07-22 10",16.29,75.63,0
"2016-07-22 11",18.48,64.57,0
"2016-07-22 12",19.73,56.09,0
"2016-07-22 13",21,49.88,0
"2016-07-22 14",22.18,46.29,0
"2016-07-22 15",22.74,44.61,0
"2016-07-22 16",18.6,64.7,4.2
"2016-07-22 17",15.77,83.74,0
"2016-07-22 18",16.89,77.95,0
"2016-07-22 19",16.95,73.13,0
"2016-07-22 20",17.09,72.77,0
"2016-07-22 21",17.36,70.51,0
"2016-07-22 22",17.34,69.21,0
"2016-07-22 23",17.01,74.5,0
"2016-07-23 00",16.33,75.42,0
"2016-07-23 01",15.61,79.76,0
"2016-07-23 02",15.12,82.28,0
"2016-07-23 03",14.86,82.72,0
"2016-07-23 04",14.66,81.23,0
"2016-07-23 05",13.94,84.79,0.1
"2016-07-23 06",13.93,83.33,0
"2016-07-23 07",13.86,83.94,0
"2016-07-23 08",15.69,73.57,0
"2016-07-23 09",17.03,67.75,0
"2016-07-23 10",17.89,65.44,0
"2016-07-23 11",19.66,57.25,0
"2016-07-23 12",20.6,46.95,0
"2016-07-23 13",21.44,43.78,0
"2016-07-23 14",22.09,42.12,0
"2016-07-23 15",22.73,38.91,0
"2016-07-23 16",23.38,37.17,0
"2016-07-23 17",23.23,37.18,0
"2016-07-23 18",23.26,35.59,0
"2016-07-23 19",22.12,39.56,0
"2016-07-23 20",19.15,55.53,0
"2016-07-23 21",18.68,57.4,0
"2016-07-23 22",17.73,63.6,0
"2016-07-23 23",17.13,67.31,0
"2016-07-24 00",16.61,70.9,0
"2016-07-24 01",15.89,75.26,0
"2016-07-24 02",14.97,74.79,0
"2016-07-24 03",14.28,77.3,0
"2016-07-24 04",14.75,76.18,0
"2016-07-24 05",14.26,79.67,0
"2016-07-24 06",13.81,82.59,0
"2016-07-24 07",13.53,82.86,0
"2016-07-24 08",15.43,73.27,0
"2016-07-24 09",17.07,68.55,0
"2016-07-24 10",18.53,61.66,0
"2016-07-24 11",20.3,53.83,0
"2016-07-24 12",21.69,45.08,0
"2016-07-24 13",23.15,37.81,0
"2016-07-24 14",24.58,34.44,0
"2016-07-24 15",23.78,37.95,0
"2016-07-24 16",21.94,49.32,0
"2016-07-24 17",20.23,53.78,0
"2016-07-24 18",19.89,52.94,0
"2016-07-24 19",19.21,55.49,0
"2016-07-24 20",19.15,56.36,0
"2016-07-24 21",18.95,57.03,0
"2016-07-24 22",18.46,61.61,0
"2016-07-24 23",17.28,72.06,0
"2016-07-25 00",16.98,74.08,0
"2016-07-25 01",16.54,75.39,0
"2016-07-25 02",16.19,73.98,0
"2016-07-25 03",16.21,74.46,0
"2016-07-25 04",15.84,74.31,0
"2016-07-25 05",14.9,81.46,0
"2016-07-25 06",14.98,81.05,0
"2016-07-25 07",15.34,80.8,0
"2016-07-25 08",15.78,79.61,0
"2016-07-25 09",16.9,73.7,0
"2016-07-25 10",18.27,63.89,0
"2016-07-25 11",20.48,52.41,0
"2016-07-25 12",21.38,47.97,0
"2016-07-25 13",22.73,42.36,0
"2016-07-25 14",23.71,39.15,0
"2016-07-25 15",24.43,36.28,0
"2016-07-25 16",24.53,35.68,0
"2016-07-25 17",24.3,36.76,0
"2016-07-25 18",22.6,47.57,0.1
"2016-07-25 19",16.45,84.61,2.1
"2016-07-25 20",14.7,90.35,2.9
"2016-07-25 21",14.86,92.14,5.1
"2016-07-25 22",15.03,92.04,2.8
"2016-07-25 23",14.79,91.88,1.1
"2016-07-26 00",14.7,90.07,0.2
"2016-07-26 01",14.55,91.71,0
"2016-07-26 02",14.08,92.42,0
"2016-07-26 03",13.51,91.25,0
"2016-07-26 04",12.8,90.6,0
"2016-07-26 05",12.22,92.66,0
"2016-07-26 06",12.33,93.28,0
"2016-07-26 07",12.97,92.69,0
"2016-07-26 08",13.67,88.39,0
"2016-07-26 09",15.41,78.85,0
"2016-07-26 10",17.1,68.3,0
"2016-07-26 11",18.73,60.51,0
"2016-07-26 12",20.49,51.71,0
"2016-07-26 13",21.75,44.87,0
"2016-07-26 14",22.56,39.19,0
"2016-07-26 15",23.53,35.7,0
"2016-07-26 16",23.6,36.66,0
"2016-07-26 17",23.36,37.96,0
"2016-07-26 18",22.52,46.75,0
"2016-07-26 19",21.24,50.62,0
"2016-07-26 20",17.68,71.31,6.7
"2016-07-26 21",15.69,85.19,0
"2016-07-26 22",15.93,80.58,0
"2016-07-26 23",15.87,80.03,0
"2016-07-27 00",15.24,82.82,0
"2016-07-27 01",14.97,84.12,0
"2016-07-27 02",14.46,83.44,0
"2016-07-27 03",13.91,84.14,0
"2016-07-27 04",13.33,86.38,0
"2016-07-27 05",12.9,87.59,0
"2016-07-27 06",12.91,85.87,0
"2016-07-27 07",12.99,85.07,0
"2016-07-27 08",13.97,83.11,0
"2016-07-27 09",17.11,71.06,0
"2016-07-27 10",18.75,64.1,0
"2016-07-27 11",19.77,59.88,0
"2016-07-27 12",20.98,54.76,0
"2016-07-27 13",22.08,50.48,0
"2016-07-27 14",23.2,43.95,0
"2016-07-27 15",23.64,41.78,0
"2016-07-27 16",20.66,56.44,0.4
"2016-07-27 17",17.67,72.77,0
"2016-07-27 18",17.76,68.24,0
"2016-07-27 19",17.74,65.33,0
"2016-07-27 20",17.75,55.62,0
"2016-07-27 21",16.84,63.68,0.1
"2016-07-27 22",15.81,77.8,0
"2016-07-27 23",15.64,79.76,0
"2016-07-28 00",15.92,67.23,0
"2016-07-28 01",16.12,63.58,0
"2016-07-28 02",15.62,68.29,0
"2016-07-28 03",13.98,78.32,0
"2016-07-28 04",12.77,85,0
"2016-07-28 05",12.31,86.87,0
"2016-07-28 06",12.23,86.82,0
"2016-07-28 07",12.71,79.37,0
"2016-07-28 08",13.95,73.44,0
"2016-07-28 09",16.52,66.93,0
"2016-07-28 10",18.02,60.04,0
"2016-07-28 11",19.44,53.63,0
"2016-07-28 12",20.67,49.9,0
"2016-07-28 13",21.18,47.5,0
"2016-07-28 14",22.57,41.2,0
"2016-07-28 15",19.36,55.84,0
"2016-07-28 16",19.07,61.02,0
"2016-07-28 17",17.51,65.83,0
"2016-07-28 18",16.77,67.65,0
"2016-07-28 19",17.52,61.6,0
"2016-07-28 20",16.75,65.75,0
"2016-07-28 21",16.07,69.79,0
"2016-07-28 22",15.48,75.59,0
"2016-07-28 23",15.65,73.84,0
"2016-07-29 00",15.32,76.73,0
